,Unnamed: 0,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,replaced_review
11307,11307,"한미약품 프리미엄레시피 175ml 10캔, 175g, 30개",2022.04.13,유투브 채널에서 추첨해서 사먹었는데 영양소는 좋은 것 같으나 당도가 다소 높아서 당이 문제인 분은 감안해서 드셔야할 것 같습니다.,3.0,김*택 ,"['유투브', '채널', '추첨', '하다', '사먹다', '영양소', '좋다', '같다', '다소', '높다', '문제', '감안', '하다', '들다', '야하다', '같다']",유투브 채널 추첨 사먹다 영양소 좋다 높다 문제 감안 야하다
11375,11375,"나우푸드 오레가노 오일 소프트젤, 1개, 상세설명참조",2022.04.02,"3월 29일 구매해서
4월 1일 배송 받았어요!!

나우푸드 오레가노오일 90개 11.950원
그런데 제가 구매한뒤에 가격이 떨어졌나봐요;;;

유통기한은 25년.... 넉넉함.

날이 따뜻해지니까 마스크닿는 피부에 뾰도락지가...^^;;

아직 먹기전이라...
먹고 좋으면 재구매하러 올게요!",3.0,이*란 ,"['구매', '하다', '배송', '받다', '나우', '푸드', '오레가노', '오일', '그런데', '가격', '떨어지다', '보다', '유통', '기한', '넉넉하다', '따뜻하다', '마스크', '닿다', '피부', '뾰도락지', '아직', '먹다', '먹다', '좋다', '재다', '하다', '오다']",구매 나우 푸드 오레가노 오일 그런데 가격 떨어지다 따뜻하다 마스크 닿다 피부 뾰도락지 아직 좋다 재다
11386,11386,"나우푸드 오레가노 오일 소프트젤, 1개, 상세설명참조",2022.02.02,"주문한 상품 받았습니다.
캡슐임에도 향이 강하지만 목넘김에는 부담없네요.",3.0,권*숙 ,"['주문', '상품', '받다', '캡슐', '강하', '넘김', '부담', '없다']",주문 상품 캡슐 강하 넘김 부담
11387,11387,"나우푸드 오레가노 오일 소프트젤, 1개, 상세설명참조",2020.10.16,"소화기관 약하신 분들은 쓰지 마세요.
먹고 얼마 지나지 않아 티트리오일 냄새같은게 속에서 올라옵니다. 향기로운 냄새가 아니라 에센셜 오일 특유의 구두약같은 독한 냄새요.

그리고 배가 아픕니다. 몇번 먹어봤지만 늘쌍 아팠고, 클렌징을 위해 산 것인지라 다이오프 증상일까 싶어 참았다가 쥐어짜는듯한 복통과 함께 구토까지 했습니다.

지금은 자몽씨 추출물, 키프릴산 등으로 교체 하였고 그런 증상이 사라졌습니다. 소화기관이 약하신 분들, 향에 민감하신 분들은 피하세요",2.0,맛뚱이 ,"['소화기관', '약하다', '쓰다', '말다', '먹다', '얼마', '지나다', '않다', '트리', '오일', '냄새', '같다', '올라오다', '향기롭다', '냄새', '아니다', '에센셜', '오일', '특유', '구두약', '같다', '독하다', '냄새', '그리고', '아프다', '몇번', '먹다', '보다', '늘쌍', '아프다', '클렌징', '위해', '인지', '오프', '증상', '이다', '싶다', '참다', '쥐다', '짜다', '복통', '함께', '구토', '하다', '지금', '자몽', '추출', '프릴', '교체', '하다', '그렇다', '증상', '사라지다', '소화기관', '약하다', '민감하다', '하다']",소화기관 약하다 쓰다 지나다 트리 오일 냄새 올라오다 향기롭다 냄새 아니다 에센셜 오일 특유 구두약 독하다 냄새 아프다 몇번 늘쌍 아프다 클렌징 위해 인지 오프 증상 싶다 참다 쥐다 짜다 복통 구토 자몽 추출 프릴 교체 그렇다 증상 사라지다 소화기관 약하다 민감하다
11391,11391,"나우푸드 오레가노 오일 소프트젤, 1개, 상세설명참조",2022.08.15,"오레가노 오일을 물에 넣어 먹는게 너무 역해서 알약으로 된걸로 사봤는데 냄새 역한건 참을만한데 속이 너무 안좋아요
위장이 약해서 일부러 식 후에 먹는데 먹자마자 토할거같고 울렁거리고 침 고이고 구역질하고 너무 심해요ㅠㅠ 참고 며칠 더 먹었는데 누워있다가 토 올라와서 이제 먹지 말아야겠다 싶네요

위장 안좋은 분은 드시지 마세요 여드름 잡다가 제가 죽겠다 싶어요...
며칠밖에 안 먹어서인지 효과는 잘 모르겠어요 몇개월 꾸준히 먹어보고 싶었는데 아숩ㅠㅠ",2.0,코코볼123 ,"['오레가노', '오일', '넣다', '먹다', '너무', '하다', '알약', '되다', '사보다', '냄새', '차다', '속이다', '너무', '안좋다', '위장', '약하다', '일부러', '먹다', '먹다', '하다', '같다', '울렁거리다', '고이', '구역질', '너무', '심해', '참고', '며칠', '먹다', '눕다', '올라오다', '이제', '먹다', '말다', '싶다', '위장', '안좋다', '들다', '말다', '여드름', '잡다', '죽다', '싶다', '며칠', '먹다', '인지', '효과', '자다', '모르다', '몇개', '꾸준하다', '먹다', '보고', '싶다', '아숩']",오레가노 오일 넣다 알약 사보다 냄새 차다 속이다 안좋다 위장 약하다 일부러 울렁거리다 고이 구역질 심해 참고 눕다 올라오다 싶다 위장 안좋다 여드름 잡다 죽다 싶다 인지 모르다 몇개 꾸준하다 싶다 아숩
11394,11394,"나우푸드 오레가노 오일 소프트젤, 1개, 상세설명참조",2022.11.04,"전 장이 약해서 그런지 시리얼 먹고 오레가노 오일 먹어도 배가 너무 아프거 설사가 계속 나오더라구요 ㅠ
명현현상인지 부작용인지 모르겠어요 ㅠㅠ
먹고 시간이 오래 지나면 박하사탕처럼 목이 화 한 느낌이 남아요
그래서 되게 강한 제품인걸 느끼고 있어요
설사가 계속 나서 먹어야 하는지 고민중입니다 ㅠㅠ
다른분들이 지방을 마니 먹고 먹으라고 써있던데 나중에 다시 먹어봐야겠네요",3.0,정*희 ,"['약하다', '그렇다', '시리얼', '먹다', '오레가노', '오일', '먹다', '너무', '아프다', '설사', '계속', '나오다', '현상', '부작용', '모르다', '먹다', '시간', '오래', '지나다', '박하사탕', '하다', '느낌', '남아', '그래서', '되게', '강하다', '제품', '느끼다', '있다', '설사', '계속', '나서다', '먹다', '하다', '고민', '이다', '다른', '지방', '말다', '먹다', '먹다', '써다', '나중', '다시', '먹다', '보다']",약하다 그렇다 시리얼 오레가노 오일 아프다 현상 부작용 모르다 오래 지나다 박하사탕 남아 되게 강하다 제품 느끼다 나서다 지방 써다 다시
11396,11396,"나우푸드 오레가노 오일 소프트젤, 1개, 상세설명참조",2022.07.01,"요즘 트러블이 급 심해져서 알아보다 샀는데 한 5일째 먹었습니다
밥 먹고 바로 먹어서 속이 심하게 뒤집어 지는 건 아니지만
살짝의 미슥거림과 트림하면 역하게 올라와서
헛구역질까지 하게 돼요ㅠ
요즘 생활패턴 잘 맞추려고 하는 편이라 이 제품 덕인지
제 노력때문인지 트러블이 가라앉는 거 같은데
한 번 중단해보고 경과를 보려고 합니다 ㅠㅠ
냄새 민감하시고 위 예민하신 분들은 안 드시는 게 좋을 거 같아요",3.0,안*침 ,"['요즘', '트러블', '심해지다', '알아보다', '사다', '하다', '먹다', '먹다', '바로', '먹다', '속이다', '심하다', '뒤지다', '지다', '아니다', '살짝', '밉다', '거림', '트림', '하다', '하다', '올라오다', '헛구역질', '하다', '돼다', '요즘', '생활', '패턴', '자다', '맞추다', '하다', '편이', '제품', '덕인', '노력', '때문', '트러블', '가라앉다', '같다', '하다', '중단', '해보다', '경과', '보다', '하다', '냄새', '민감하다', '예민하다', '들다', '좋다', '같다']",트러블 심해지다 알아보다 사다 속이다 심하다 뒤지다 지다 아니다 밉다 거림 트림 올라오다 헛구역질 돼다 생활 패턴 맞추다 편이 제품 덕인 노력 트러블 가라앉다 중단 해보다 경과 냄새 민감하다 예민하다 좋다
11400,11400,"나우푸드 오레가노 오일 소프트젤, 1개, 상세설명참조",2022.09.29,"약통에는 하루에 한 알 씩 세 번 먹으라고 하는데 검색해보니까 하루에 한 알 씩 먹고 2주를 넘기지 말라고 하더라구용 휴약기 7일은 필수고요
아침에 한 알 먹었는데 하루종일 속에서 오레가노 향이 올라옵니다ㅋㅋㅋ 그리고 먹고 30분 정도 지나면 속이 부글부글 한 느낌이..
저는 여드름 흉터 치료 때문에 샀는데 효과는 2주 복용해봐야 알 수 있을 것 같네요",3.0,조*인 ,"['하루', '하다', '먹다', '하다', '검색', '해보다', '하루', '하다', '먹다', '넘기다', '하다', '필수', '고요', '아침', '하다', '먹다', '하루', '종일', '오레가노', '올라오다', '그리고', '먹다', '정도', '지나다', '속이다', '부글부글', '하다', '느낌', '여드름', '흉터', '치료', '때문', '사다', '효과', '복용', '해보다', '있다', '같다']",검색 해보다 넘기다 필수 오레가노 올라오다 지나다 속이다 부글부글 여드름 흉터 치료 사다 복용 해보다
11455,11455,"여성 종합비타민 비타민d 비타민c 미네랄 영양제 여자 종합영양제 피로회복 멀티비타민 비타민b 비오틴 엽산 함유 스프링리버 알약통증정, 90정, 1개",2022.09.21,"알약이 커서 몸 넘김이 불편하고 낱개 포장이 아니라 약 끼리 붙어서 관리 하기가 불편 합니다
먹은지 1주일이라 효과는 아직 이고요",2.0,강*희 ,"['알약', '커서', '넘김', '불편하다', '낱개', '포장', '아니다', '끼리', '붙다', '관리', '하다', '불편', '하다', '먹다', '주일', '효과', '아직', '고요']",알약 커서 넘김 불편하다 낱개 아니다 끼리 붙다 관리 불편 아직
11492,11492,"나우푸드 히알루론산 100MG 플러스 120 베지캡슐, 120캡슐, 1개",2019.08.14,"건성에 가까운 복합성 피부이고, 아무거나 발라도 부작용거의 없는 그런 피부였음. 근데 먹으면 먹을수록 피부가 건조해지고 좁쌀피부됨. 생리불순을 겪음. 이거 먹고 두달동안 생리 안했고, 생리를 아예 안하는 사람처럼 생리전 전조증상마저 없었음. 무시하고 두달간 먹다가 온얼굴에 여드름 뒤범벅에 극건성 피부됨. 나중엔 화농성도 같이올라옴. 청소년기때도 겪어본적 없던 여드름피부를 극심하게 겪음. 코코넛 오일 쓰면서 그나마 버팀. 현재 복용중단 중이고 생리는 다시 하고 있고 피부는 조금씩 가라앉고 있지만 다 나으려면 꽤 걸릴것 같음. 정말 최악임..
냉한체질이라 자주 설사하고 고3때도 변비 없었는데 이거먹고 변비 생겼음ㅋㅋ 먹는 히알루론산 부작용 없다는거 개소리..
----
2020.03
현재 여드름은 나았는데 예전처럼 아무거나 발라도 피부좋단소리 듣진 못함. 아직 결은 복구가 안됨. 8월에 후기쓴거보니 6개월 정도 걸림. 생리를 안한다거나 오히려 건조해지는 느낌든다면 바로 중단을 권장함. 평소 본인은 물을 많이마시는 사람임 2L 굉장히 쉽게마심. 그런데도 부작용 겪음.",1.0,이*경 ,"['건성', '가깝다', '복합', '피부', '거나', '발라', '부작용', '거의', '없다', '그렇다', '피부', '이다', '근데', '먹다', '먹다', '피부', '건조하다', '좁쌀', '피부', '되다', '생리', '불순', '겪다', '먹다', '달동', '생리', '하다', '생리', '아예', '하다', '사람', '생리', '증상', '없다', '무시', '먹다', '얼굴', '여드름', '뒤범벅', '건성', '피부', '되다', '나중', '화농', '성도', '같이', '올라오다', '청소년기', '겪다', '본적', '없다', '여드름', '피부', '극심하다', '겪다', '코코넛', '오일', '쓰다', '그나마', '버티다', '현재', '복용', '중단', '중이', '생리', '다시', '하다', '있다', '피부', '조금씩', '가라앉다', '있다', '낫다', '걸리다', '같다', '정말', '최악', '체질', '자주', '설사', '변비', '없다', '먹다', '변비', '생기다', '먹다', '히알루론산', '부작용', '없다', '소리', '현재', '여드름', '나다', '예전', '거나', '발라', '피부', '좋다', '소리', '듣다', '하다', '아직', '복구', '안되다', '후기', '쓸다', '보다', '개월', '정도', '걸리다', '생리', '하다', '오히려', '건조하다', '느낌', '들다', '바로', '중단', '권장', '평소', '본인', '많이', '마시다', '사람', '굉장하다', '쉬다', '마심', '그렇다', '부작용', '겪다']",건성 가깝다 복합 피부 거나 발라 부작용 그렇다 피부 근데 피부 건조하다 좁쌀 피부 생리 불순 겪다 달동 생리 생리 아예 생리 증상 무시 얼굴 여드름 뒤범벅 건성 피부 화농 성도 올라오다 청소년기 겪다 본적 여드름 피부 극심하다 겪다 코코넛 오일 쓰다 그나마 버티다 복용 중단 중이 생리 다시 피부 조금씩 가라앉다 낫다 걸리다 정말 최악 체질 자주 변비 변비 생기다 히알루론산 부작용 소리 여드름 거나 발라 피부 좋다 소리 듣다 아직 복구 안되다 후기 쓸다 걸리다 생리 건조하다 중단 권장 마시다 굉장하다 쉬다 마심 그렇다 부작용 겪다
11495,11495,"나우푸드 히알루론산 100MG 플러스 120 베지캡슐, 120캡슐, 1개",2019.02.13,"히알루론산에 알파리포산도 들어있길래 이제품으로 구입했고
한통 거의 다먹어가서 씁니다

피부가 좋아진다거나 하는 효과는 전혀못봤고

제가 극 건성이라 원래는 겨울에는 오일바르고 세타필크림 얼굴에 듬뿍 올리고
가습기 켜고 자야 아침에 덜 건조함을 느낄 정도였는데

올겨울에 가구위치때문에 가습기를 못틀고 자는데도 히알루론산 먹으면서 버틸만한 정도니
속건조는 개선이 된건 확실하네요
그렇다고 막 촉촉해진것은 아님

근데 없던 턱 트러블이 조금씩 올라오더니 겨울내내 사라지지가 않아요
제 내장 문제일수도 있지만ㅡㅡ; 아무래도 얘가 원인인거 같아요
한통 다 먹고 중단했을때 상태보고 후기 수정할게요

추가
턱트러블이 얘때문이었나봅니다
한통 다 먹고나서 안먹으니 서서히 트러블 크기가 줄어들더니 이제거의 만져지지않는정도
트러블 자국만 빨갛게 남았네요
대신에 얼굴 피부 속이 건조한게 슬슬 느껴지긴합니다..
몸에 맞고 안맞고는 사람마다 천차만별이라 참고만 해주세용",3.0,이*영 ,"['히알루론산', '파리', '포산', '들다', '제품', '구입', '하다', '거의', '먹다', '쓰다', '피부', '좋아지다', '하다', '효과', '전혀', '보다', '건성', '원래', '겨울', '오일', '바르다', '크림', '얼굴', '듬뿍', '올리다', '가습기', '켜다', '자다', '아침', '건조하다', '느끼다', '정도', '이다', '겨울', '가구', '위치', '때문', '가습기', '틀다', '자다', '히알루론산', '먹다', '버티다', '정도', '건조', '개선', '되다', '확실하다', '그렇다고', '촉촉하다', '아니다', '근데', '없다', '트러블', '조금씩', '올라오다', '겨울', '내내', '사라지다', '않다', '내장', '수도', '있다', '아무래도', '원인', '같다', '먹다', '중단', '하다', '상태', '보고', '후기', '수정', '하다', '추가', '트러블', '때문', '이다', '보다', '먹다', '먹다', '서서히', '트러블', '크기', '줄어들다', '제거', '만지다', '않다', '정도', '트러블', '자국', '빨갛다', '남다', '대신', '얼굴', '피부', '속이다', '건조하다', '슬슬', '느껴지다', '하다', '맞다', '맞다', '사람', '천차만별', '참고', '해주다']",히알루론산 파리 포산 제품 구입 쓰다 피부 좋아지다 전혀 건성 겨울 오일 바르다 크림 얼굴 듬뿍 올리다 가습기 켜다 건조하다 느끼다 겨울 가구 위치 가습기 틀다 히알루론산 버티다 건조 개선 확실하다 그렇다고 촉촉하다 아니다 근데 트러블 조금씩 올라오다 겨울 내내 사라지다 내장 아무래도 원인 중단 상태 후기 수정 추가 트러블 서서히 트러블 크기 줄어들다 제거 만지다 트러블 자국 빨갛다 남다 얼굴 피부 속이다 건조하다 슬슬 느껴지다 맞다 맞다 천차만별 참고 해주다
11518,11518,"[나우푸드] 실리마린 60캡슐, 60정, 2개",2021.10.28,상품 썸네일이랑 상세보기에 잇는 상품이 다름(함량이 달라요.) 맨날 먹던거라 걍 썸네일 보고 삿는데 함량이 덜한 제품이라 좀 그랬습니다. 앞으론 상세보기 잘보고사야겟어여 ㅠ,3.0,김*령 ,"['상품', '썸네일', '상세', '보기', '잇다', '상품', '다르다', '함량', '달라', '맨날', '먹다', '썸네일', '보고', '삿는데', '함량', '덜하다', '제품', '그렇다', '상세', '보기', '보다', '사다']",상품 썸네일 잇다 상품 다르다 함량 달라 맨날 썸네일 삿는데 함량 덜하다 제품 그렇다 사다
11540,11540,"[나우푸드] 실리마린 60캡슐, 60정, 2개",2020.12.03,약 크기가 큼,3.0,서*민 ,"['크기', '크다']",크기 크다
11551,11551,"대웅제약 우루샷 피로회복 멀티 비타민 UDCA 포함, 30정, 1개",2023.04.14,"♧안녕하세요 40대인 주부가 진실되게 쓰는 리뷰입니다♧

요즘들어 부쩍 피곤함을 달고 사는
남편이랑 저랑
복용을 해볼려고 구매했어요
지인분께서 대웅제약 우루샷이
괜찮다는 말을 몇번 했었기에^^
저도 구매를 해보게되네요

●●아직 복용을 몇번 안해서일까요?
피곤함이 줄어든다?
못느끼겠어요ㅠㅠ
(지인분이랑 같은 컨디션이 아니니^^;;
뭐 개인차이는 당연히 있다고 생각합니다)
남편이랑 저는 예전이랑 컨디션이 똑같네요
하루에 두번!한번에 한알씩!이고
작은 크기의 알약이라서 목에서 넘어갈때 괜찮은편입니다

피로를 날려주는 우루샷의 주요성분!
한번씩은 읽어보시고 확인해보세요!

-UDCA=UCA[우르소데옥시콜산]의 보급
-아연
-비타민B1,B2
-비타민B6
-비타민E

꼭 필요한 성분이 다 모여있는 대웅제약 우루샷!
꾸준히 더 복용을해서
남편이랑 저랑 하루빨리 컨디션이 좋아지면 하네요●●

--설명이 부족한 부분도 있을텐데
읽어주셔서 감사합니다--
♧제 리뷰가 도움이 되셨다면 도움이돼요를 눌러주세요^^♧",3.0,플라워2151 ,"['안녕하다', '대인', '주부', '진실되다', '쓰다', '리뷰', '이다', '요즘', '들다', '부쩍', '피곤하다', '살다', '남편', '복용', '해보다', '구매', '하다', '지인', '대웅제약', '우루샷', '괜찮다', '몇번', '하다', '구매', '해보다', '되다', '아직', '복용', '몇번', '하다', '이다', '피곤하다', '줄어들다', '느끼다', '지인', '같다', '컨디션', '아니다', '개인', '차이다', '당연하다', '있다', '생각', '하다', '남편', '예전', '컨디션', '똑같다', '하루', '한번', '작다', '크기', '알약', '넘어가다', '괜찮다', '편입', '피로', '날다', '우루샷', '성분', '한번', '읽다', '보시', '확인', '해보다', '우르', '데옥', '콜산', '보급', '아연', '비타민', '비타민', '비타민', '필요하다', '성분', '모이다', '대웅제약', '우루샷', '꾸준하다', '복용', '을해', '남편', '하루빨리', '컨디션', '좋아지다', '하다', '설명', '부족하다', '부분', '있다', '읽다', '감사하다', '리뷰', '도움', '되다', '도움', '돼다', '누르다']",안녕하다 대인 주부 진실되다 쓰다 리뷰 부쩍 피곤하다 살다 남편 복용 해보다 구매 지인 대웅제약 우루샷 괜찮다 몇번 구매 해보다 아직 복용 몇번 피곤하다 줄어들다 느끼다 지인 컨디션 아니다 개인 차이다 당연하다 남편 컨디션 똑같다 작다 크기 알약 넘어가다 괜찮다 편입 피로 날다 우루샷 성분 읽다 보시 확인 해보다 우르 데옥 콜산 보급 비타민 비타민 비타민 필요하다 성분 모이다 대웅제약 우루샷 꾸준하다 복용 을해 남편 하루빨리 컨디션 좋아지다 설명 부족하다 읽다 감사하다 리뷰 도움 도움 돼다 누르다
11634,11634,"한미약품 에너지골드 카페인 100mlX10병, 100ml, 10개",2023.08.26,"마지막 하나가 두껑이 돌아가기만하고 오픈이 안됐어요
여러가지 방법으로 하다가 버릴순없어서
마지막엔 도라이버 같은걸로
힘들게 겨우 따서 마셨습니다
ㅠㅠ 손가락이 아팠어요",3.0,김*정 ,"['마지막', '하나', '두껑', '돌아가다', '기만', '오픈', '돼다', '여러가지', '방법', '하다', '버리다', '없다', '마지막', '도르다', '같다', '힘들다', '겨우', '따다', '마시다', '손가락', '아프다']",두껑 돌아가다 기만 오픈 돼다 여러가지 방법 버리다 도르다 힘들다 따다 마시다 손가락 아프다
11640,11640,"한미약품 에너지골드 카페인 100mlX10병, 100ml, 10개",2022.12.01,"카페인이 들어선지 뭔가 섭취한 다음 반짝 집중력이 생기는것도 같고,솔직히 잠시그냥 각성효과 같습니다.",3.0,rlavh ,"['카페인', '들어서다', '뭔가', '섭취', '다음', '반짝', '집중', '생기다', '같다', '솔직하다', '잠시', '그냥', '각성', '효과', '같다']",카페인 들어서다 섭취 반짝 집중 생기다 솔직하다 각성
11647,11647,"한미약품 에너지골드 카페인 100mlX10병, 100ml, 10개",2023.03.15,쓰레기 제품에 쓰레기 품질이네? 포장되서 왔는데 뭔가 병이 튀어나와있길래 뭐지? 했더만 박스는 다 터져있고 박스옆면에 붙어있어야할 박스 쪼가리는 없고? 뭐 박스에 담는게 귀찮았나? 믿음도 안가고 먹었다간 저세상 갈거같네? 환불 받아야겠다,2.0,최*대 ,"['쓰레기', '제품', '쓰레기', '품질', '포장', '되다', '오다', '뭔가', '튀어나오다', '하다', '박스', '터지다', '박스', '옆면', '붙다', '하다', '박스', '쪼가리', '없다', '박스', '담다', '귀찮다', '믿음', '가다', '먹다', '세상', '갈다', '같다', '환불', '받다']",쓰레기 제품 쓰레기 품질 튀어나오다 박스 터지다 박스 옆면 붙다 박스 쪼가리 박스 담다 귀찮다 믿음 갈다 환불
11648,11648,"한미약품 에너지골드 카페인 100mlX10병, 100ml, 10개",2020.12.28,병하나가 깨져서 같이 온 상품박스가 젖어서 찢어지고 난리가 났네요ㅠㅠ 혹시 유리조각이 떨어졌을까봐 엄청 청소했어요~ 완충제로 포장되어 왔는데도 왜 깨져서 온걸까요? 병의 겉비닐 포장지만 멀쩡하고 안에 있는 유리는 산산조각 ㅠㅠ,3.0,김*일 ,"['하나', '깨다', '같이', '상품', '박스', '젖다', '찢어지다', '난리', '나다', '혹시', '유리', '조각', '떨어지다', '엄청', '청소', '하다', '완충제', '포장', '되어다', '오다', '깨다', '끄다', '비닐', '포장', '멀쩡하다', '있다', '유리', '산산조각']",깨다 상품 박스 젖다 찢어지다 유리 조각 떨어지다 엄청 청소 완충제 깨다 끄다 비닐 멀쩡하다 유리 산산조각
11656,11656,"대웅제약 우루샷 피로회복 멀티 비타민 UDCA 포함, 30정, 1개",2023.04.14,"♧안녕하세요 40대인 주부가 진실되게 쓰는 리뷰입니다♧

요즘들어 부쩍 피곤함을 달고 사는
남편이랑 저랑
복용을 해볼려고 구매했어요
지인분께서 대웅제약 우루샷이
괜찮다는 말을 몇번 했었기에^^
저도 구매를 해보게되네요

●●아직 복용을 몇번 안해서일까요?
피곤함이 줄어든다?
못느끼겠어요ㅠㅠ
(지인분이랑 같은 컨디션이 아니니^^;;
뭐 개인차이는 당연히 있다고 생각합니다)
남편이랑 저는 예전이랑 컨디션이 똑같네요
하루에 두번!한번에 한알씩!이고
작은 크기의 알약이라서 목에서 넘어갈때 괜찮은편입니다

피로를 날려주는 우루샷의 주요성분!
한번씩은 읽어보시고 확인해보세요!

-UDCA=UCA[우르소데옥시콜산]의 보급
-아연
-비타민B1,B2
-비타민B6
-비타민E

꼭 필요한 성분이 다 모여있는 대웅제약 우루샷!
꾸준히 더 복용을해서
남편이랑 저랑 하루빨리 컨디션이 좋아지면 하네요●●

--설명이 부족한 부분도 있을텐데
읽어주셔서 감사합니다--
♧제 리뷰가 도움이 되셨다면 도움이돼요를 눌러주세요^^♧",3.0,플라워2151 ,"['안녕하다', '대인', '주부', '진실되다', '쓰다', '리뷰', '이다', '요즘', '들다', '부쩍', '피곤하다', '살다', '남편', '복용', '해보다', '구매', '하다', '지인', '대웅제약', '우루샷', '괜찮다', '몇번', '하다', '구매', '해보다', '되다', '아직', '복용', '몇번', '하다', '이다', '피곤하다', '줄어들다', '느끼다', '지인', '같다', '컨디션', '아니다', '개인', '차이다', '당연하다', '있다', '생각', '하다', '남편', '예전', '컨디션', '똑같다', '하루', '한번', '작다', '크기', '알약', '넘어가다', '괜찮다', '편입', '피로', '날다', '우루샷', '성분', '한번', '읽다', '보시', '확인', '해보다', '우르', '데옥', '콜산', '보급', '아연', '비타민', '비타민', '비타민', '필요하다', '성분', '모이다', '대웅제약', '우루샷', '꾸준하다', '복용', '을해', '남편', '하루빨리', '컨디션', '좋아지다', '하다', '설명', '부족하다', '부분', '있다', '읽다', '감사하다', '리뷰', '도움', '되다', '도움', '돼다', '누르다']",안녕하다 대인 주부 진실되다 쓰다 리뷰 부쩍 피곤하다 살다 남편 복용 해보다 구매 지인 대웅제약 우루샷 괜찮다 몇번 구매 해보다 아직 복용 몇번 피곤하다 줄어들다 느끼다 지인 컨디션 아니다 개인 차이다 당연하다 남편 컨디션 똑같다 작다 크기 알약 넘어가다 괜찮다 편입 피로 날다 우루샷 성분 읽다 보시 확인 해보다 우르 데옥 콜산 보급 비타민 비타민 비타민 필요하다 성분 모이다 대웅제약 우루샷 꾸준하다 복용 을해 남편 하루빨리 컨디션 좋아지다 설명 부족하다 읽다 감사하다 리뷰 도움 도움 돼다 누르다
11694,11694,"내츄럴플러스 아연 50, 90정, 1개",2021.01.11,"가성비가 가장 좋길해 선택했음. 고1 아들이 먹은뒤 왠지 메스껍다해서 나도 먹어 봤는데 난 괜찮았음. 아무튼 이후 아들은 잘 먹지 않았던듯한데, 오늘 아침 기상직후에 간만에 먹은듯한데 또 메스껍고 약간 어지럽다함. 월요일 아침 꾀병인가 싶었음. 그래도 혹시 몰라 나도 또 먹었음. 근데, 오늘은 나도 약간 메스껍고 속이 불편함. 아무래도 오늘은 내가 아침 공백시에 이 징크비타민만 먹어서인 것 같음. 제가 드리고 싶은 말은 조제약도 아니고 비타민에 불과하므로 언제 먹어도 이런 불편한 느낌은 없어야한다고 생각함. 복용후 15분부터 40분까지 메스껍고 약간 몽롱했으며, 1시간이 지난 지금은 다시 별느낌 없이 괜찮음. 굳이 환불요청까지할 사항은 아니라고 생각하지만하고 이런 증상이 있었음은 꼭 사용후기에 올려 알리고 싶습니다. 넘은 약을 어떻게 처리해야할지 고민 중임.",2.0,배*우 ,"['가성', '가장', '좋다', '선택', '하다', '아들', '먹다', '왠지', '메스껍다', '다해', '나다', '먹다', '보다', '괜찮다', '아무튼', '이후', '아들', '자다', '먹다', '않다', '오늘', '아침', '기상', '직후', '간만', '먹다', '메스껍다', '약간', '어지럽다', '월요일', '아침', '병인', '싶다', '그래도', '혹시', '모르다', '나다', '먹다', '근데', '오늘', '나다', '약간', '메스껍다', '속이다', '불편하다', '아무래도', '오늘', '아침', '백시', '크다', '비타민', '먹다', '서인', '같다', '드리다', '싶다', '제약', '아니다', '비타민', '불과하다', '언제', '먹다', '이렇다', '불편하다', '느낌', '없다', '야하다', '생각', '복용', '메스껍다', '약간', '몽롱', '하다', '지난', '지금', '다시', '느낌', '없이', '괜찮다', '굳이', '환불', '요청', '하다', '사항', '아니다', '생각', '하다', '이렇다', '증상', '있다', '사용', '후기', '올리다', '알리', '싶다', '넘다', '어떻다', '처리', '하다', '하다', '고민', '중임']",가성 가장 좋다 선택 아들 왠지 메스껍다 다해 괜찮다 아들 기상 직후 간만 메스껍다 어지럽다 병인 싶다 모르다 근데 메스껍다 속이다 불편하다 아무래도 백시 크다 비타민 서인 드리다 싶다 제약 아니다 비타민 불과하다 이렇다 불편하다 야하다 복용 메스껍다 몽롱 지난 다시 없이 괜찮다 굳이 환불 요청 아니다 이렇다 증상 후기 올리다 알리 싶다 넘다 어떻다 처리 중임
11695,11695,"내츄럴플러스 아연 50, 90정, 1개",2023.06.07,"비타민B가 피로회복에 좋다고 해서 샀는데
아연이 없어서 함께 먹을려고 따로 구매했어요.

남편이 먹을거라 효과는 사실 모르겠어요.
이 아연때문인지 비타민B 때문인지는 모르겠으나
확실히 영양제 먹고 모이 좋아지긴 했어요❤️",3.0,danah ,"['비타민', '가다', '피로', '회복', '좋다', '하다', '사다', '아연', '없다', '함께', '먹다', '따로', '구매', '하다', '남편', '먹다', '효과', '사실', '모르다', '아연', '때문', '비타민', '때문', '모르다', '확실하다', '양제', '먹다', '모이', '좋아지다', '하다']",비타민 피로 회복 좋다 사다 따로 구매 남편 모르다 비타민 모르다 확실하다 양제 모이 좋아지다
